uniqueid,forecasting,tool_tip,node_name,Category,delta,08-2010,Monthly,,,,,,,,,,,,,,,,
Hyundai_ix35_4WD-Retail_Brisbane_Radio_4BH_Metropolitan_Radio,,4WDRetail_Brisbane_Radio_4BH,4WDRetail_Brisbane_Radio_4BH,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Brisbane:Radio,0.5,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,1,1,0
Hyundai_ix35_4WD-Retail_Brisbane_Radio_B105FM_Metropolitan_Radio,,4WDRetail_Brisbane_Radio_B105FM,4WDRetail_Brisbane_Radio_B105FM,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Brisbane:Radio,0.5,0,0,0,0,0,0,0,3,5,5,6,3,0,0,1,3,5,3
Hyundai_ix35_4WD_Brisbane_Television_7TWO_BRIS_Metropolitan_Television,,4WD_Brisbane_Television_7TWO_BRIS,4WD_Brisbane_Television_7TWO_BRIS,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Brisbane:Television,0.5,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD_Brisbane_Radio_4MMM_Metropolitan_Radio,,4WD_Brisbane_Radio_4MMM,4WD_Brisbane_Radio_4MMM,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Brisbane:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Hyundai_ix35_Santa_Fe_4WD-Retail_Brisbane_Television_BTQ7_Metropolitan_Television,,Santa_Fe_4WDRetail_Brisbane_Television_BTQ7,Santa_Fe_4WDRetail_Brisbane_Television_BTQ7,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Brisbane:Television,0.5,0,0,0,5,18,10,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Brisbane_Radio_4BC_Metropolitan_Radio,,4WDRetail_Brisbane_Radio_4BC,4WDRetail_Brisbane_Radio_4BC,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Brisbane:Radio,0.5,0,0,0,0,0,0,0,2,0,3,5,2,0,0,1,4,2,0
Hyundai_ix35_Santa_Fe_4WD-Retail_Brisbane_Television_7TWO_BRIS_Metropolitan_Television,,Santa_Fe_4WDRetail_Brisbane_Television_7TWO_BRIS,Santa_Fe_4WDRetail_Brisbane_Television_7TWO_BRIS,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Brisbane:Television,0.5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Melbourne_Radio_FOXFM_Metropolitan_Radio,,4WDRetail_Melbourne_Radio_FOXFM,4WDRetail_Melbourne_Radio_FOXFM,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Radio,0.5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,3,3,3
Hyundai_ix35_Santa_Fe_4WD-Retail_Melbourne_Television_GEM_MELB_Metropolitan_Television,,Santa_Fe_4WDRetail_Melbourne_Television_GEM_MELB,Santa_Fe_4WDRetail_Melbourne_Television_GEM_MELB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_Santa_Fe_4WD-Retail_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,Santa_Fe_4WDRetail_Melbourne_Television_7TWO_MELB,Santa_Fe_4WDRetail_Melbourne_Television_7TWO_MELB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_Santa_Fe_4WD-Retail_Melbourne_Television_GTV9_Metropolitan_Television,,Santa_Fe_4WDRetail_Melbourne_Television_GTV9,Santa_Fe_4WDRetail_Melbourne_Television_GTV9,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,0,9,23,5,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Melbourne_Radio_SmoothFM_91.5_Metropolitan_Radio,,4WDRetail_Melbourne_Radio_SmoothFM_91.5,4WDRetail_Melbourne_Radio_SmoothFM_91.5,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Hyundai_ix35_4WD_Melbourne_Radio_FOXFM_Metropolitan_Radio,,4WD_Melbourne_Radio_FOXFM,4WD_Melbourne_Radio_FOXFM,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Radio,0.5,0,0,3,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1
Hyundai_ix35_4WD-Retail_Melbourne_Radio_MIX_101.1_Metropolitan_Radio,,4WDRetail_Melbourne_Radio_MIX_101.1,4WDRetail_Melbourne_Radio_MIX_101.1,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Radio,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
Hyundai_ix35_4WD-Retail_Melbourne_Radio_3MMM_Metropolitan_Radio,,4WDRetail_Melbourne_Radio_3MMM,4WDRetail_Melbourne_Radio_3MMM,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Radio,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
Hyundai_ix35_4WD-Retail_Melbourne_Television_GEM_MELB_Metropolitan_Television,,4WDRetail_Melbourne_Television_GEM_MELB,4WDRetail_Melbourne_Television_GEM_MELB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
Hyundai_ix35_4WD-Retail_Melbourne_Radio_GOLD_104.3_Metropolitan_Radio,,4WDRetail_Melbourne_Radio_GOLD_104.3,4WDRetail_Melbourne_Radio_GOLD_104.3,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Radio,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2
Hyundai_ix35_4WD-Retail_Melbourne_Television_GO_MELB_Metropolitan_Television,,4WDRetail_Melbourne_Television_GO_MELB,4WDRetail_Melbourne_Television_GO_MELB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0
Hyundai_ix35_4WD-Retail_Melbourne_Radio_3AW_Metropolitan_Radio,,4WDRetail_Melbourne_Radio_3AW,4WDRetail_Melbourne_Radio_3AW,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Radio,0.5,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,2,0,1
Hyundai_ix35_Santa_Fe_4WD-Retail_Melbourne_Television_GO_MELB_Metropolitan_Television,,Santa_Fe_4WDRetail_Melbourne_Television_GO_MELB,Santa_Fe_4WDRetail_Melbourne_Television_GO_MELB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD_Melbourne_Television_GEM_MELB_Metropolitan_Television,,4WD_Melbourne_Television_GEM_MELB,4WD_Melbourne_Television_GEM_MELB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Melbourne_Radio_NOVA_100.3_Metropolitan_Radio,,4WDRetail_Melbourne_Radio_NOVA_100.3,4WDRetail_Melbourne_Radio_NOVA_100.3,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5
Hyundai_ix35_4WD_Melbourne_Radio_MIX_101.1_Metropolitan_Radio,,4WD_Melbourne_Radio_MIX_101.1,4WD_Melbourne_Radio_MIX_101.1,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hyundai_ix35_4WD_Melbourne_Television_ATV10_Metropolitan_Television,,4WD_Melbourne_Television_ATV10,4WD_Melbourne_Television_ATV10,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Melbourne_Television_GTV9_Metropolitan_Television,,4WDRetail_Melbourne_Television_GTV9,4WDRetail_Melbourne_Television_GTV9,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,2,4,0,0,0,28,97,0,0,0,0,9,8,0,21,27,10
Hyundai_ix35_4WD_Melbourne_Television_GTV9_Metropolitan_Television,,4WD_Melbourne_Television_GTV9,4WD_Melbourne_Television_GTV9,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,17,39,40,17,0,0,20,0,0,0,0,0,0,0,0,0
Hyundai_ix35_Santa_Fe_4WD-Retail_Melbourne_Television_7Mate_MELB_Metropolitan_Television,,Santa_Fe_4WDRetail_Melbourne_Television_7Mate_MELB,Santa_Fe_4WDRetail_Melbourne_Television_7Mate_MELB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Melbourne_Television_7Mate_MELB_Metropolitan_Television,,4WDRetail_Melbourne_Television_7Mate_MELB,4WDRetail_Melbourne_Television_7Mate_MELB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Melbourne_Television_HSV7_Metropolitan_Television,,4WDRetail_Melbourne_Television_HSV7,4WDRetail_Melbourne_Television_HSV7,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,8,7,0,0,0,21,25,0,0,0,0,10,14,1,19,8,14
Hyundai_ix35_4WD_Melbourne_Radio_GOLD_104.3_Metropolitan_Radio,,4WD_Melbourne_Radio_GOLD_104.3,4WD_Melbourne_Radio_GOLD_104.3,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1
Hyundai_ix35_4WD_Melbourne_Television_7Mate_MELB_Metropolitan_Television,,4WD_Melbourne_Television_7Mate_MELB,4WD_Melbourne_Television_7Mate_MELB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD_Melbourne_Radio_3AW_Metropolitan_Radio,,4WD_Melbourne_Radio_3AW,4WD_Melbourne_Radio_3AW,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Radio,0.5,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1
Hyundai_ix35_4WD_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,4WD_Melbourne_Television_7TWO_MELB,4WD_Melbourne_Television_7TWO_MELB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD_Melbourne_Television_GO_MELB_Metropolitan_Television,,4WD_Melbourne_Television_GO_MELB,4WD_Melbourne_Television_GO_MELB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,2,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD_Melbourne_Radio_3MMM_Metropolitan_Radio,,4WD_Melbourne_Radio_3MMM,4WD_Melbourne_Radio_3MMM,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Radio,0.5,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
Hyundai_ix35_4WD_Melbourne_Television_HSV7_Metropolitan_Television,,4WD_Melbourne_Television_HSV7,4WD_Melbourne_Television_HSV7,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,37,45,78,41,0,0,14,0,0,0,5,11,31,50,0,0
Hyundai_ix35_4WD-Retail_Melbourne_Television_SBSMEL_Metropolitan_Television,,4WDRetail_Melbourne_Television_SBSMEL,4WDRetail_Melbourne_Television_SBSMEL,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Melbourne_Television_ATV10_Metropolitan_Television,,4WDRetail_Melbourne_Television_ATV10,4WDRetail_Melbourne_Television_ATV10,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,3
Hyundai_ix35_Santa_Fe_4WD-Retail_Melbourne_Television_HSV7_Metropolitan_Television,,Santa_Fe_4WDRetail_Melbourne_Television_HSV7,Santa_Fe_4WDRetail_Melbourne_Television_HSV7,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,0,7,13,15,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,4WDRetail_Melbourne_Television_7TWO_MELB,4WDRetail_Melbourne_Television_7TWO_MELB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Melbourne:Television,0.5,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0
Hyundai_ix35_Santa_Fe_4WD-Retail_Sydney_Television_GEM_SYD_Metropolitan_Television,,Santa_Fe_4WDRetail_Sydney_Television_GEM_SYD,Santa_Fe_4WDRetail_Sydney_Television_GEM_SYD,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Sydney_Television_7TWO_SYD_Metropolitan_Television,,4WDRetail_Sydney_Television_7TWO_SYD,4WDRetail_Sydney_Television_7TWO_SYD,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,1,0,0,0,0,0,2,3,0,0,0,0,0,1,0,1,0,2
Hyundai_ix35_4WD_Sydney_Television_GO_SYD_Metropolitan_Television,,4WD_Sydney_Television_GO_SYD,4WD_Sydney_Television_GO_SYD,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,8,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Sydney_Television_GEM_SYD_Metropolitan_Television,,4WDRetail_Sydney_Television_GEM_SYD,4WDRetail_Sydney_Television_GEM_SYD,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,1
Hyundai_ix35_4WD-Retail_Sydney_Television_TEN10_Metropolitan_Television,,4WDRetail_Sydney_Television_TEN10,4WDRetail_Sydney_Television_TEN10,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,1,0,0
Hyundai_ix35_4WD_Sydney_Television_TEN10_Metropolitan_Television,,4WD_Sydney_Television_TEN10,4WD_Sydney_Television_TEN10,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0
Hyundai_ix35_Santa_Fe_4WD-Retail_Sydney_Press_Sydney_Morning_Herald_Metropolitan_Press,,Santa_Fe_4WDRetail_Sydney_Press_Sydney_Morning_Herald,Santa_Fe_4WDRetail_Sydney_Press_Sydney_Morning_Herald,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Press,0.5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD_Sydney_Radio_MIX_106.5_Metropolitan_Radio,,4WD_Sydney_Radio_MIX_106.5,4WD_Sydney_Radio_MIX_106.5,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,1
Hyundai_ix35_4WD-Retail_Sydney_Television_7Mate_SYD_Metropolitan_Television,,4WDRetail_Sydney_Television_7Mate_SYD,4WDRetail_Sydney_Television_7Mate_SYD,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1
Hyundai_ix35_4WD-Retail_Sydney_Radio_MIX_106.5_Metropolitan_Radio,,4WDRetail_Sydney_Radio_MIX_106.5,4WDRetail_Sydney_Radio_MIX_106.5,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Radio,0.5,2,1,0,16,10,10,4,5,2,2,1,1,0,0,1,3,3,4
Hyundai_ix35_Santa_Fe_4WD-Retail_Sydney_Television_7TWO_SYD_Metropolitan_Television,,Santa_Fe_4WDRetail_Sydney_Television_7TWO_SYD,Santa_Fe_4WDRetail_Sydney_Television_7TWO_SYD,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Sydney_Television_GO_SYD_Metropolitan_Television,,4WDRetail_Sydney_Television_GO_SYD,4WDRetail_Sydney_Television_GO_SYD,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,1,1,0,0,0,0,2,5,0,0,0,0,0,0,0,1,1,1
Hyundai_ix35_Santa_Fe_4WD-Retail_Sydney_Television_7Mate_SYD_Metropolitan_Television,,Santa_Fe_4WDRetail_Sydney_Television_7Mate_SYD,Santa_Fe_4WDRetail_Sydney_Television_7Mate_SYD,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_Santa_Fe_4WD-Retail_Sydney_Television_ATN7_Metropolitan_Television,,Santa_Fe_4WDRetail_Sydney_Television_ATN7,Santa_Fe_4WDRetail_Sydney_Television_ATN7,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,0,19,35,2,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Sydney_Radio_2MMM_Metropolitan_Radio,,4WDRetail_Sydney_Radio_2MMM,4WDRetail_Sydney_Radio_2MMM,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Radio,0.5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Hyundai_ix35_4WD_Sydney_Television_TCN9_Metropolitan_Television,,4WD_Sydney_Television_TCN9,4WD_Sydney_Television_TCN9,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,28,71,69,19,0,1,19,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD_Sydney_Radio_2MMM_Metropolitan_Radio,,4WD_Sydney_Radio_2MMM,4WD_Sydney_Radio_2MMM,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,1,1,3,2,3,1,0,0,1
Hyundai_ix35_4WD-Retail_Sydney_Radio_WSFM_Metropolitan_Radio,,4WDRetail_Sydney_Radio_WSFM,4WDRetail_Sydney_Radio_WSFM,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Radio,0.5,2,1,0,9,15,6,7,5,4,2,2,1,0,0,2,4,4,6
Hyundai_ix35_4WD-Retail_Sydney_Radio_Sydney_95.3_Metropolitan_Radio,,4WDRetail_Sydney_Radio_Sydney_95.3,4WDRetail_Sydney_Radio_Sydney_95.3,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD_Sydney_Television_ATN7_Metropolitan_Television,,4WD_Sydney_Television_ATN7,4WD_Sydney_Television_ATN7,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,40,67,116,66,0,0,23,0,0,0,7,15,35,178,0,0
Hyundai_ix35_4WD_Sydney_Radio_WSFM_Metropolitan_Radio,,4WD_Sydney_Radio_WSFM,4WD_Sydney_Radio_WSFM,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,1
Hyundai_ix35_Santa_Fe_4WD-Retail_Sydney_Television_GO_SYD_Metropolitan_Television,,Santa_Fe_4WDRetail_Sydney_Television_GO_SYD,Santa_Fe_4WDRetail_Sydney_Television_GO_SYD,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD_Sydney_Television_7TWO_SYD_Metropolitan_Television,,4WD_Sydney_Television_7TWO_SYD,4WD_Sydney_Television_7TWO_SYD,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,1,3,3,3,1,0,2,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Sydney_Radio_2UE_Metropolitan_Radio,,4WDRetail_Sydney_Radio_2UE,4WDRetail_Sydney_Radio_2UE,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Radio,0.5,0,0,0,0,10,3,2,6,3,3,2,1,0,0,1,11,12,8
Hyundai_ix35_4WD-Retail_Sydney_Press_Sunday_Telegraph_Metropolitan_Press,,4WDRetail_Sydney_Press_Sunday_Telegraph,4WDRetail_Sydney_Press_Sunday_Telegraph,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Sydney_Television_SBSSYD_Metropolitan_Television,,4WDRetail_Sydney_Television_SBSSYD,4WDRetail_Sydney_Television_SBSSYD,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD-Retail_Sydney_Television_TCN9_Metropolitan_Television,,4WDRetail_Sydney_Television_TCN9,4WDRetail_Sydney_Television_TCN9,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,10,7,0,0,0,0,54,96,0,0,0,0,14,8,0,21,25,47
Hyundai_ix35_Santa_Fe_4WD-Retail_Sydney_Television_TCN9_Metropolitan_Television,,Santa_Fe_4WDRetail_Sydney_Television_TCN9,Santa_Fe_4WDRetail_Sydney_Television_TCN9,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,0,17,47,28,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD_Sydney_Radio_2CH_Metropolitan_Radio,,4WD_Sydney_Radio_2CH,4WD_Sydney_Radio_2CH,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Radio,0.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD_Sydney_Radio_2GB_Metropolitan_Radio,,4WD_Sydney_Radio_2GB,4WD_Sydney_Radio_2GB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Radio,0.5,12,1,0,0,0,0,0,0,0,3,1,2,10,9,3,0,6,3
Hyundai_ix35_4WD-Retail_Sydney_Television_ATN7_Metropolitan_Television,,4WDRetail_Sydney_Television_ATN7,4WDRetail_Sydney_Television_ATN7,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,10,4,0,0,0,0,42,49,0,0,0,0,9,22,2,22,6,37
Hyundai_ix35_4WD-Retail_Sydney_Radio_2GB_Metropolitan_Radio,,4WDRetail_Sydney_Radio_2GB,4WDRetail_Sydney_Radio_2GB,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Radio,0.5,0,0,0,0,12,1,3,7,3,0,1,0,0,0,3,10,3,4
Hyundai_ix35_4WD_Sydney_Television_GEM_SYD_Metropolitan_Television,,4WD_Sydney_Television_GEM_SYD,4WD_Sydney_Television_GEM_SYD,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai_ix35_4WD_Sydney_Radio_2UE_Metropolitan_Radio,,4WD_Sydney_Radio_2UE,4WD_Sydney_Radio_2UE,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Radio,0.5,5,2,0,0,0,0,0,0,0,0,0,8,6,5,1,0,0,2
Hyundai_ix35_4WD_Sydney_Television_7Mate_SYD_Metropolitan_Television,,4WD_Sydney_Television_7Mate_SYD,4WD_Sydney_Television_7Mate_SYD,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Hyundai_ix35:Sydney:Television,0.5,0,0,2,11,4,4,0,0,1,0,0,0,0,0,0,0,0,0
Chrysler_Jeep_Compass_Adelaide_Television_SAS7_Metropolitan_Television,,Adelaide_Television_SAS7,Adelaide_Television_SAS7,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Jeep_Compass:Adelaide:Television,0.5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrysler_Jeep_Compass_Adelaide_Television_ADS10_Metropolitan_Television,,Adelaide_Television_ADS10,Adelaide_Television_ADS10,Client Data:Competitor Sales and Marketing:All Marketing:XV Competitors:Jeep_Compass:Adelaide:Television,0.5,22,6,2,0,0,0,0,1,0,0,0,0,0,0,0,1,18,0
